Sample_ID,Survey,Synoptic,Date,Time,DateTime,Sampler,Site,Theme,Flow_presence,Flow_state,Depth_CM,pH_UNIT,EC_US_CM,Temp_DEG_C,DO_PPM,DO_PCT,Canopy_PCT,DOC_PPM,TC_PPM,DIC_PPM,Cl_PPM,Br_PPM,NO3_PPM,PO4_PPM,SO4_PPM,NH4_PPB,NO3_PPB,SRP_PPB,TP_PPB,MnOES_PPM,AlOES_PPM,FeOES_PPM,CaOES_PPM,MgOES_PPM,SiOES_PPM,POES_PPM,NaOES_PPM,KOES_PPM,Be_PPB,Na_PPB,Al_PPB,Si_PPB,K_PPB,V_PPB,Cr_PPB,Mn_PPB,Fe_PPB,Co_PPB,Ni_PPB,Cu_PPB,Zn_PPB,As_PPB,Se_PPB,Sr_PPB,Y_PPB,Mo_PPB,Ag_PPB,Cd_PPB,Sn_PPB,Sb_PPB,Ba_PPB,La_PPB,Pr_PPB,Ce_PPB,Nd_PPB,Sm_PPB,Eu_PPB,Tb_PPB,Gd_PPB,Dy_PPB,Ho_PPB,Er_PPB,Tm_PPB,Yb_PPB,Lu_PPB,Tl_PPB,Pb_PPB,Th_PPB,U_PPB,Ti_PPB,W_PPB,Ca_PPB,Mg_PPB
WaDE_39,April_2023,Y,4/12/23,16:00:00,4/12/23 16:00,Kurz,Forest Rd_BF,1,Y,F,NA,7.91,106,16.78,ND,ND,ND,1.14,ND,ND,1.74,<DL,<DL,<DL,8.31,3.574,10.768,81.133,78.587,<DL,<DL,<DL,13.57,5.54,ND,<DL,<DL,2.453,<DL,2579.413297,5.529084964,11002.47872,2702.693445,0.235003926,0.493214127,7.904877035,19.52124358,0.048035416,0.190821273,0.151576518,1.791015548,0.174336475,0.062278842,32.21395063,0.032950885,0.24569758,<DL,<DL,<DL,0.013664557,34.16802872,0.017614414,0.007038908,0.04459731,0.034264799,0.016915839,0.00797835,0.000407945,0.00720686,0.005500538,0.000414794,0.002560395,<DL,0.002141315,<DL,0.001780289,<DL,0.00270435,0.024659627,ND,ND,13570,5540
WaDE_40,April_2023,Y,4/12/23,16:30:00,4/12/23 16:30,Kurz,Forest Rd_BE,1,Y,F,NA,8.12,155,17.22,ND,ND,ND,1,ND,ND,1.8,<DL,<DL,<DL,5.66,1.54,1.462,44.577,55.05,<DL,<DL,<DL,25.63,4.03,ND,<DL,<DL,1.859,<DL,1827.839767,5.792125944,7646.577428,1952.14939,0.14025308,0.188421195,3.838983614,19.00499102,0.028225823,0.140486775,0.176175859,1.224171643,0.123430125,0.103536608,38.08308582,0.027632049,0.073046929,<DL,<DL,<DL,0.013278785,25.25681419,0.014267012,0.004875346,0.025155387,0.02532688,0.012124722,0.005200417,0.000210358,0.005552767,0.004114884,0.0001786,0.001782937,<DL,0.001461846,<DL,0.001447593,<DL,0.001610671,0.041230854,ND,ND,25630,4030
WaDE_41,April_2023,Y,4/12/23,16:54:00,4/12/23 16:54,Kurz,Forest Rd_BD,1,Y,F,NA,7.98,143.1,17.97,ND,ND,ND,0.89,ND,ND,1.78,<DL,<DL,<DL,14.77,4.655,11.447,46.342,64.347,<DL,<DL,<DL,21.21,6.41,ND,<DL,5.718,2.062,<DL,5574.903782,9.849288211,8352.408885,2370.297285,0.246789232,0.30592979,15.27192001,12.2602349,0.057592397,0.151825914,0.125059621,1.927644295,0.166785285,0.071891745,52.52529739,0.023989576,0.192014298,<DL,<DL,<DL,0.012657784,36.00824469,0.011518856,0.004307375,0.01975097,0.022910161,0.014112583,0.007209742,0.000164055,0.005518161,0.003850234,0.000192735,0.001660025,<DL,0.00112312,<DL,0.002764369,<DL,0.00078347,0.049051364,ND,ND,21210,6410
WaDE_42,April_2023,Y,4/12/23,17:05:00,4/12/23 17:05,Kurz,Forest Rd_BC,1,Y,F,NA,7.76,164.8,15.04,ND,ND,ND,0.76,ND,ND,1.4,<DL,1.02,2.52,1.57,4.123,21.056,49.216,49.711,<DL,<DL,<DL,34.96,4.22,ND,<DL,<DL,1.457,<DL,1572.48528,27.63673331,6973.853233,1621.669305,0.140990039,0.166590281,23.66519753,17.13935857,0.040377274,0.30718689,8.476156594,2.594468231,0.114861791,0.123280856,41.36557324,0.022643072,0.12298744,<DL,0.002709534,<DL,0.015746471,24.81542611,0.007347381,0.001824702,0.009808531,0.012630113,0.008506414,0.004419269,<DL,0.002982003,0.001932855,<DL,0.001290208,<DL,0.000948779,<DL,0.002186917,<DL,<DL,0.062863826,ND,ND,34960,4220
WaDE_49,April_2023,Y,4/12/23,12:17:00,4/12/23 12:17,Berens,WBK2,1,N,P,NA,ND,ND,ND,ND,ND,ND,2.23,ND,ND,10,<DL,<DL,<DL,8.12,22.23,38.924,16.768,59.284,<DL,<DL,<DL,45.32,10.65,ND,<DL,12.873,<DL,<DL,13387.2735,6.262822064,1572.991101,1556.642177,0.302114596,0.083080136,34.10260273,5.586794076,0.107823644,0.213279415,0.884379471,6.168537562,0.233181748,0.163052184,49.34783758,0.025283047,0.167157653,<DL,0.048733411,<DL,0.059377891,59.90747228,0.023552413,0.005144741,0.044395101,0.024485388,0.021802061,0.012430507,8.71219E-05,0.004080007,0.003064741,8.76871E-05,0.002182643,<DL,0.001908364,<DL,0.00851377,0.012277113,<DL,0.380021474,ND,ND,45320,10650
WaDE_50,April_2023,Y,4/12/23,12:36:00,4/12/23 12:36,Berens,WBK1,1,Y,F,NA,7.7,328,20.12,ND,ND,ND,0.42,ND,ND,6.39,<DL,<DL,<DL,5.16,2.045,2533.45,24.248,30.396,<DL,<DL,<DL,46.29,13.74,ND,<DL,<DL,<DL,0.01291696,4039.592655,4.904754049,4181.997837,1120.273305,0.214923587,0.214853776,3.743589407,4.384703925,0.024045059,0.211745544,0.256511298,2.21102738,0.068270789,0.301291711,44.70049273,0.104336917,0.04998021,1.049401398,0.010315336,<DL,0.019313354,26.74441759,0.049424261,0.012186737,0.002838882,0.056168025,0.018029958,0.007350917,0.001148291,0.012249109,0.01137105,0.001669165,0.006909061,0.000340635,0.005934732,0.000434931,0.004269896,<DL,<DL,0.188241583,ND,ND,46290,13740
WaDE_51,April_2023,Y,4/12/23,13:10:00,4/12/23 13:10,Berens,WBK3,1,Y,F,NA,7.13,319,14.97,ND,ND,ND,0.86,ND,ND,4.34,<DL,8.96,<DL,2.82,5.076,451.64,26.74,35.589,<DL,<DL,<DL,19.6,9.11,ND,<DL,<DL,<DL,<DL,2727.832265,5.73668644,4662.909598,1161.601116,0.303372558,0.108600462,13.88005087,5.508705146,0.036662621,<DL,0.164815018,3.782657341,0.167746072,0.088253199,17.63310299,0.014680659,0.056138356,<DL,<DL,<DL,0.027272208,44.96851941,0.015464693,0.003077755,0.028199618,0.015260259,0.015871522,0.009195279,<DL,0.002285868,0.00169048,<DL,0.000740944,<DL,0.001275103,<DL,0.004783856,<DL,<DL,0.067695963,ND,ND,19600,9110
WaDE_52,April_2023,Y,4/12/23,14:13:00,4/12/23 14:13,Berens,Vanderbilt_BN,1,Y,F,NA,7.9,251,16.11,ND,ND,ND,1.04,ND,ND,2.78,<DL,2.82,<DL,9.12,7.143,105.248,31.929,56.236,<DL,<DL,<DL,45.41,5.61,ND,<DL,<DL,<DL,<DL,2504.997816,4.581040365,5687.833756,1384.502783,0.169523151,0.100757489,7.366067309,6.927787035,0.032056802,0.065303343,0.229288788,0.969225212,0.197961256,0.060571432,71.27004577,0.013059675,0.019271506,<DL,<DL,<DL,0.017933188,15.33209276,0.006666446,0.001482771,0.013339409,0.009289936,0.006166415,0.002851784,<DL,0.002250799,0.001248819,<DL,0.000375975,<DL,0.000506078,<DL,0.001762718,<DL,<DL,0.082334606,ND,ND,45410,5610
WaDE_53,April_2023,Y,4/12/23,14:45:00,4/12/23 14:45,Berens,Tusculum_BJ,1,Y,F,NA,7.87,380,18.01,ND,ND,ND,1.08,ND,ND,4.28,<DL,2.07,<DL,18.84,10.149,302.59,35.976,68.635,<DL,<DL,<DL,64.95,11.54,ND,<DL,<DL,2.07,<DL,3587.628922,3.602889662,6175.880767,2389.953674,0.337098203,0.142715583,25.05050629,10.29018337,0.049650183,0.065701449,0.217514059,1.624323929,0.209088134,0.141003229,110.1490803,0.026074923,0.197668927,<DL,<DL,<DL,0.027403365,33.42333156,0.006411362,0.001126525,0.011951557,0.0083566,0.011373511,0.006568069,<DL,0.002017427,0.001989794,<DL,0.001083358,<DL,0.001524148,<DL,0.004133303,<DL,<DL,0.210484206,ND,ND,64950,11540
WaDE_54,April_2023,Y,4/12/23,15:12:00,4/12/23 15:12,Berens,EFK_BI,1,Y,F,NA,8.14,447,17.38,ND,ND,ND,1.36,ND,ND,17.15,<DL,8.01,<DL,36.96,10.624,2306.84,68.085,139,<DL,<DL,<DL,62.01,16.19,ND,<DL,16.088,2.241,<DL,16913.76615,20.90021248,3431.105048,2684.77596,0.536855313,0.340895806,13.10562265,22.36600057,0.047744227,0.221036775,2.049414537,7.087020407,0.365097219,0.628050908,141.7818703,0.04680936,21.15633444,<DL,0.091221031,<DL,0.067151955,50.5363211,0.015739509,0.004165482,0.021147736,0.022974247,0.019377707,0.010990588,0.000300727,0.00634335,0.005032557,0.000641783,0.003642416,<DL,0.004209399,0.000274338,0.005019145,<DL,0.000713878,12.41951361,ND,ND,62010,16190
WaDE_55,April_2023,Y,4/12/23,15:44:00,4/12/23 15:44,Berens,NA_BH,1,N,P,NA,8.32,356,27.83,ND,ND,ND,3.83,ND,ND,12.66,<DL,<DL,<DL,14.31,4.427,5.319,6.51,42.712,<DL,<DL,<DL,59.84,8.65,ND,<DL,11.732,<DL,<DL,12961.01782,10.86987326,143.5211431,1681.786767,0.412088424,0.374110548,8.983309705,24.2068199,0.069308891,0.295702712,1.365580555,2.885887199,0.366892153,0.284128449,113.6125761,0.016294167,0.697829681,<DL,0.003328185,<DL,0.186284583,29.5449947,0.007026694,0.001810148,0.011154392,0.009639147,0.010404342,0.005908634,<DL,0.00220837,0.002146091,<DL,0.001430194,<DL,0.002332013,<DL,0.003759834,<DL,<DL,0.550945759,ND,ND,59840,8650
WaDE_56,April_2023,Y,4/12/23,16:07:00,4/12/23 16:07,Berens,Tusculum_BK,1,Y,F,NA,7.63,349,15.95,ND,ND,ND,1.02,ND,ND,4.01,<DL,2.05,<DL,23.37,7.709,286.752,36.552,51.813,<DL,<DL,<DL,52.6,15.58,ND,<DL,<DL,2.76,<DL,3240.18584,2.428319265,7072.237373,3034.858274,0.27866644,0.174564094,10.41488555,7.835660449,0.039082437,0.089254682,0.878352263,2.635728447,0.214039056,0.154385069,104.9369026,0.023578698,0.271652331,<DL,<DL,<DL,0.028454792,43.56273731,0.009611443,0.002169382,0.012783055,0.012057928,0.014310195,0.009037307,<DL,0.002606266,0.001779269,5.10912E-05,0.001457564,<DL,0.001522258,<DL,0.004345331,<DL,<DL,0.196962721,ND,ND,52600,15580
WaDE_57,April_2023,Y,4/12/23,16:24:00,4/12/23 16:24,Berens,Tusculum_BL,1,Y,F,NA,7.86,408,16.23,ND,ND,ND,0.84,ND,ND,4.2,<DL,2.09,<DL,23.9,9.096,283.918,51.321,101.134,<DL,<DL,<DL,82.26,6,ND,<DL,<DL,<DL,<DL,3728.883279,6.081422254,6860.202609,1402.511219,0.222311454,0.181912664,12.58915104,7.886906186,0.024110934,<DL,0.174022751,<DL,0.215000875,0.128018233,129.5236259,0.024447503,0.044139584,<DL,<DL,<DL,0.019019468,14.00867538,0.003904231,0.000511873,0.005694331,0.004668435,0.00444699,0.002640074,<DL,0.00111627,0.00145527,<DL,0.000991442,<DL,0.001212354,<DL,0.002512637,<DL,0.001227865,0.154371906,ND,ND,82260,6000
WaDE_58,April_2023,Y,4/12/23,16:46:00,4/12/23 16:46,Berens,Spellman_BM,1,Y,F,NA,7.55,108,15.25,ND,ND,ND,1.44,ND,ND,1.99,<DL,1.2,<DL,6.87,8.025,53.697,58.33,79.863,<DL,<DL,<DL,11.18,5.42,ND,<DL,<DL,3.503,<DL,3273.055497,7.143132736,10914.40922,3444.407423,0.208524286,0.124727085,7.711473515,25.44947498,0.041108521,0.245220786,0.20655037,2.527030776,0.161810611,0.07143977,34.60423304,0.035625869,0.027986362,<DL,0.001887867,<DL,0.013242812,35.90810717,0.023618238,0.007585574,0.060840874,0.038385145,0.01819197,0.007936294,0.000541658,0.008020172,0.004930367,0.000533647,0.002695708,<DL,0.001825007,<DL,0.00210292,<DL,0.002357055,0.032786178,ND,ND,11180,5420
WaDE_59,April_2023,Y,4/12/23,17:46:00,4/12/23 17:46,Berens,Renovere_AZ,1,Y,F,NA,7.43,314,18.17,ND,ND,ND,1.05,ND,ND,1.86,<DL,1.29,<DL,3.01,5.122,75.713,20.248,36.723,<DL,<DL,<DL,59.11,7.2,ND,<DL,<DL,<DL,<DL,866.0015491,2.426898383,3904.715456,786.184443,0.165770494,0.101256513,22.01149861,18.76600665,0.074691411,0.07901907,0.142808672,10.65162526,0.214129275,0.039895254,54.9012452,0.026433886,0.048793831,<DL,<DL,0.053639507,0.018869697,178.8160152,0.01359528,0.002653086,0.02241966,0.014986969,0.051481145,0.034406477,<DL,0.00254444,0.002338475,<DL,0.001332424,<DL,0.000960322,<DL,0.001487921,<DL,<DL,0.139825131,ND,ND,59110,7200
WaDE_60,April_2023,Y,4/12/23,18:24:00,4/12/23 18:24,Berens,NBO3,1,Y,F,NA,7.68,78,16.4,ND,ND,ND,0.64,ND,ND,1.87,<DL,<DL,<DL,2.18,2.777,2.523,23.571,39.242,<DL,<DL,<DL,8.79,4.83,ND,<DL,<DL,<DL,<DL,523.9340982,4.7623145,4196.06203,693.4850142,0.23227279,0.103258724,2.985897501,4.528051464,0.018146207,<DL,0.098550107,2.545552195,0.159392265,0.055312447,8.926025282,0.011479422,0.09236267,<DL,<DL,<DL,0.015513459,31.74874889,0.015266079,0.003576342,0.044948453,0.016668549,0.011721952,0.005758513,<DL,0.002405248,0.00200672,<DL,0.000425255,<DL,0.000486748,<DL,0.004803854,<DL,<DL,0.008927648,ND,ND,8790,4830
WaDE_61,April_2023,Y,4/12/23,18:46:00,4/12/23 18:46,Berens,NBO2,1,Y,F,NA,7.34,209,13.4,ND,ND,ND,0.36,ND,ND,7.7,<DL,<DL,<DL,3.08,1.95,60.192,23.671,29.026,<DL,<DL,<DL,29,9.19,ND,<DL,<DL,<DL,0.006287996,3793.662888,2.711877984,4392.874605,800.8723538,0.190232058,0.188478269,6.71051714,12.21421708,0.016059352,0.064623673,0.025865954,3.06142658,0.102461478,0.28617611,68.2024793,0.030521872,0.091936575,<DL,0.009912358,<DL,0.015382794,14.71763457,0.017091977,0.004017973,<DL,0.019956983,0.006822363,0.002956776,<DL,0.003644423,0.002469632,<DL,0.001227631,<DL,0.000987146,<DL,0.003177152,<DL,<DL,0.087907222,ND,ND,29000,9190
WaDE_62,June_2023,Y,6/23/23,08:56:00,6/23/23 08:56,Berens,MTN1.1,1,Y,F,NA,7.21,317.1,16.54,ND,ND,ND,0.91,53.13,52.22,6.18,<DL,2.78,<DL,3.67,TBD,TBD,TBD,TBD,<DL,<DL,<DL,60.051,11.139,3.477,<DL,ND,ND,<DL,4873.09176,2.127013201,4647.204526,1445.972822,0.324708814,0.103230826,95.45514933,12.58080291,0.185159377,0.100217036,0.16537599,2.350923091,0.139002408,0.26179968,66.05351519,<DL,0.069781198,<DL,<DL,<DL,0.026672108,39.60610975,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.03173491,<DL,ND,60051,11139
WaDE_63,June_2023,Y,6/23/23,09:30:00,6/23/23 09:30,Berens,EFK13.8,1,Y,F,NA,8.28,305.3,18.56,ND,ND,ND,1.92,13.39,11.46,6.11,<DL,3.75,<DL,13.36,TBD,TBD,TBD,TBD,<DL,<DL,<DL,53.608,8.085,3.34,<DL,ND,ND,<DL,6780.319265,5.706829135,4379.688318,2110.99702,0.620237123,0.208751925,24.68645011,28.68059537,0.072405452,0.265968042,1.103716896,1.841982242,0.257287403,0.417760011,106.1846813,<DL,7.070224459,<DL,<DL,<DL,0.163434625,42.46453521,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.021195692,<DL,0.862101737,0.074391509,ND,53608,8085
WaDE_64,June_2023,Y,6/23/23,09:45:00,6/23/23 09:45,Berens,MTN4,1,Y,F,NA,8.29,91.07,15.83,ND,ND,ND,0.43,39.1,38.67,2.83,<DL,3.11,<DL,2.85,TBD,TBD,TBD,TBD,<DL,<DL,<DL,10.858,4.43,3.562,<DL,ND,ND,<DL,2072.895574,4.232787748,4459.670612,969.0154205,0.129640929,0.104299562,7.889315189,5.348979331,0.09575329,0.199929148,0.031377539,7.493738296,0.068624312,0.161502363,15.39143244,<DL,<DL,<DL,<DL,<DL,<DL,31.70243253,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.026776118,<DL,<DL,0.049766164,ND,10858,4430
WaDE_65,June_2023,Y,6/23/23,10:21:00,6/23/23 10:21,Berens,MTN2,1,N,P,NA,8.32,77.35,18.73,ND,ND,ND,6.33,16.86,10.53,0.56,<DL,1.61,<DL,0.72,TBD,TBD,TBD,TBD,<DL,<DL,<DL,13.303,<DL,1.075,<DL,ND,ND,<DL,210.3602676,18.3269564,1017.3406,2351.992168,0.504170227,0.16190196,1.016942892,27.90489902,0.045594029,0.165736302,2.235309565,4.620322461,0.407068933,0.1620766,19.663697,<DL,0.030719214,<DL,<DL,<DL,0.095617055,14.06616049,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.061740868,<DL,<DL,0.983431267,ND,13303,<DL
WaDE_66,June_2023,Y,6/23/23,10:42:00,6/23/23 10:42,Berens,MCA3.3,1,Y,F,NA,7.67,59.57,16.21,ND,ND,ND,1.43,8.24,6.82,3.08,<DL,2.68,<DL,5.22,TBD,TBD,TBD,TBD,<DL,<DL,<DL,6.633,<DL,2.503,<DL,ND,ND,<DL,2783.271277,4.6140804,2416.376931,1089.4677,0.084284637,0.035597753,8.940622685,4.507770118,0.05866401,0.15906646,0.052964098,2.064864923,0.044113369,0.13524937,22.70422078,<DL,<DL,<DL,<DL,<DL,<DL,26.29592115,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.102727498,ND,6633,<DL
WaDE_67,June_2023,Y,6/23/23,11:04:00,6/23/23 11:04,Berens,MCA3.2,1,Y,F,NA,7.49,26.23,16.52,ND,ND,ND,0.98,4.41,3.43,2.73,<DL,1.39,<DL,3.56,TBD,TBD,TBD,TBD,<DL,<DL,<DL,1.165,<DL,3.067,<DL,ND,ND,0.028608934,2137.90913,15.26349335,2927.227262,633.6216523,0.062723195,0.037209806,4.225530751,8.659242827,0.074482213,1.735967325,0.213054634,5.35721797,0.047728967,0.159491404,7.821345562,<DL,<DL,<DL,<DL,<DL,<DL,22.59065176,<DL,<DL,0.050578184,0.040568887,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.05565476,<DL,<DL,0.30087916,ND,1165,<DL
WaDE_68,June_2023,Y,6/23/23,11:30:00,6/23/23 11:30,Berens,MCA4,1,Y,F,NA,7.62,116.1,17.3,ND,ND,ND,1.07,16.1,15.03,2.85,<DL,1.64,<DL,2.09,TBD,TBD,TBD,TBD,<DL,<DL,<DL,16.791,4.19,3.717,<DL,ND,ND,<DL,2192.353695,7.996300186,4717.091817,879.9484706,0.316301214,0.072229372,4.426045754,16.25919982,0.046901638,0.089978788,0.136736275,0.041443285,0.12555281,0.053897397,24.09926291,<DL,<DL,<DL,<DL,<DL,<DL,18.84028873,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.019292645,<DL,<DL,0.085021239,ND,16791,4190
WaDE_69,June_2023,Y,6/23/23,12:54:00,6/23/23 12:54,Berens,MCA1,1,Y,F,NA,7.55,265.7,16.83,ND,ND,ND,1.13,38.66,37.54,3.31,<DL,5.02,<DL,3.73,TBD,TBD,TBD,TBD,<DL,<DL,<DL,53.648,5.768,3.438,<DL,ND,ND,<DL,3076.587974,9.809674745,4458.204403,1100.499611,0.277693602,0.098996619,7.76432194,18.54367767,0.064131561,0.101494589,0.44961853,0.842504854,0.108225804,0.381473975,68.37535374,<DL,<DL,<DL,<DL,<DL,0.026205755,22.5763521,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.075455834,ND,53648,5768
WaDE_70,June_2023,Y,6/23/23,13:12:00,6/23/23 13:12,Berens,MCA2,1,Y,F,NA,8.13,171.2,17.3,ND,ND,ND,1.08,22.78,21.69,3.18,<DL,2.53,<DL,3,TBD,TBD,TBD,TBD,<DL,<DL,<DL,30.08,5.11,3.498,<DL,ND,ND,<DL,2653.973472,4.988907795,4392.02643,956.5190227,0.305568017,0.07211069,0.878934573,8.578283444,0.033414839,0.05982333,0.228297889,0.498033944,0.113210052,0.195990341,40.59056319,<DL,<DL,<DL,<DL,<DL,0.019383952,20.24958162,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.046420214,ND,30080,5110
WaDE_71,June_2023,Y,6/23/23,13:49:00,6/23/23 13:49,Berens,EFK16.2,3,Y,F,NA,8.17,364,19.01,ND,ND,ND,1.47,40.81,39.34,8.73,<DL,5.25,<DL,19.52,TBD,TBD,TBD,TBD,<DL,<DL,<DL,62.927,10.681,3.532,<DL,ND,ND,<DL,9150.47054,11.45389531,4480.994264,2355.107239,0.671307968,0.35907829,21.06594269,20.64380551,0.250041445,0.24085015,1.068700258,5.381245047,0.259737096,0.47644053,131.2784566,<DL,5.423764194,<DL,<DL,<DL,0.172439038,51.0595825,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.02431161,<DL,1.434395336,0.03941085,ND,62927,10681
WaDE_72,June_2023,Y,6/23/23,14:00:00,6/23/23 14:00,Berens,MCA3.1,1,Y,F,NA,7.99,143.3,15.93,ND,ND,ND,1.17,20.12,18.95,3.38,<DL,2.53,<DL,4.09,TBD,TBD,TBD,TBD,<DL,<DL,<DL,22.556,6.441,3.044,<DL,ND,ND,<DL,2959.553889,2.922476095,3040.199493,885.8531859,0.191797243,0.079733552,2.343127377,9.707368068,0.036993364,0.141759976,0.227262533,2.398519927,0.064414674,0.142018083,32.55564379,<DL,<DL,<DL,<DL,<DL,0.03244687,20.98896802,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.183423254,ND,22556,6441
WaDE_73,June_2023,Y,6/23/23,14:13:00,6/23/23 14:13,Berens,WBK1,1,Y,F,NA,7.76,259.2,15.65,ND,ND,ND,0.73,39.28,38.55,4.73,<DL,9.05,<DL,4.3,TBD,TBD,TBD,TBD,<DL,<DL,<DL,47.316,11.237,3.526,<DL,ND,ND,<DL,4390.150867,2.640095926,4462.075382,1332.158156,0.322239945,0.194874526,5.259239653,10.8988442,0.040960612,0.166292303,0.242784302,3.468247369,0.080215835,0.443437381,53.86841537,<DL,<DL,<DL,<DL,<DL,0.041517039,33.7920989,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.063667356,ND,47316,11237
WaDE_74,June_2023,Y,6/23/23,14:33:00,6/23/23 14:33,Berens,WBK2,1,Y,F,NA,7.62,243.3,16.06,ND,ND,ND,1.34,18.7,17.36,3.66,<DL,3.16,<DL,2.36,TBD,TBD,TBD,TBD,<DL,<DL,<DL,21.687,6.08,3.657,<DL,ND,ND,<DL,3783.871463,6.198726699,4771.437738,1255.457826,0.52798141,0.084069509,6.73869246,7.757631421,0.035464732,0.075715771,0.373042752,6.519909582,0.179247199,0.177499339,27.72593675,<DL,<DL,<DL,<DL,<DL,0.062827538,46.41601473,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.033541282,<DL,<DL,0.139321551,ND,21687,6080
WaDE_75,June_2023,Y,6/23/23,14:56:00,6/23/23 14:56,Berens,WBK3,1,Y,F,NA,8.15,118.4,17.77,ND,ND,ND,0.88,15.06,14.17,3.58,<DL,3.33,<DL,1.85,TBD,TBD,TBD,TBD,<DL,<DL,<DL,14.442,5.77,3.862,<DL,ND,ND,<DL,3178.218297,3.787666323,4835.171694,1168.403553,0.389889538,0.121470475,24.96582244,11.98266065,0.063222678,<DL,0.142416167,4.711535505,0.150002251,0.192658184,18.33300584,<DL,<DL,<DL,<DL,<DL,0.040468076,54.20237708,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.018732441,<DL,<DL,0.068890512,ND,14442,5770
WaDE_76,June_2023,Y,6/23/23,15:38:00,6/23/23 15:38,Berens,Downtown,3,Y,F,NA,8.5,397.1,21.21,ND,ND,ND,1.23,42.78,41.55,10.24,<DL,4.23,<DL,7.59,TBD,TBD,TBD,TBD,<DL,<DL,<DL,69.744,11.704,3.37,<DL,ND,ND,<DL,6665.383485,11.10138401,4374.760787,1525.386986,0.521777703,0.323942304,11.03606209,14.77191748,0.060023228,0.190575641,0.862270555,6.567961791,0.195255955,0.425576649,100.5465168,<DL,0.310981312,<DL,<DL,<DL,0.178490486,53.55967992,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.080421338,<DL,0.036730032,0.043327231,ND,69744,11704
WaDE_77,June_2023,Y,6/23/23,09:15:00,6/23/23 09:15,Herndon,BSL1.1,1,Y,F,NA,7.5,381,19.07,ND,ND,ND,1.24,41.98,40.75,9.69,<DL,4.67,<DL,6.71,TBD,TBD,TBD,TBD,<DL,<DL,<DL,67.679,12.41,3.387,<DL,ND,ND,<DL,6283.377261,3.561293318,4133.765163,1555.866447,0.44303596,0.287643035,13.98096902,11.81231306,0.052012262,0.094558141,0.695146043,3.376941911,0.215100845,0.441071199,96.07088943,<DL,0.238707979,<DL,<DL,<DL,0.1329085,49.36420425,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.231087384,<DL,0.034928887,0.781174053,ND,67679,12410
WaDE_78,June_2023,Y,6/23/23,09:38:00,6/23/23 09:38,Herndon,BSL1.3,1,Y,F,NA,7.42,367,18.24,ND,ND,ND,1.08,41.15,40.06,10.1,<DL,5.32,<DL,4.58,TBD,TBD,TBD,TBD,<DL,<DL,<DL,63.231,13.838,3.552,<DL,ND,ND,<DL,5339.415742,2.281155303,4449.753772,1368.009594,0.371231107,0.269082495,13.69752501,12.83206608,0.046922829,0.101383188,0.501864531,3.718973971,0.19228671,0.482504303,80.52073263,<DL,0.157475483,<DL,<DL,<DL,0.092756295,48.9672447,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,0.223945172,<DL,0.029617597,0.926175849,ND,63231,13838
