state,orig_label,map_sym1,map_sym2,UNIT_LINK,prov_no,province,unit_name,unit_age,unitdesc,strat_unit,unit_com,map_ref,rocktype1,rocktype2,rocktype3,unit_ref,map_symb2
TN  ,MDc,MDc,MDc;10,TNMDc;10,10,Cumberland Plateau and Valley and Ridge,Chattanooga Shale,Mississippian and Devonian,"Chattanooga Shale - Black carbonaceous shale, fissile. Thickness 20 to 30 feet in most areas; thickens abruptly to about 100 feet near east edge of sheet. (Mapped with Mfp on West-Central sheet)",,East-Central sheet,TN001,black shale,,,TN001 TN002 ,
TN  ,MDc,MDc,MDc;12,TNMDc;12,12,"Cumberland Plateau, Valley and Ridge, and Unaka Mountains",Chattanooga Shale,Mississippian and Devonian,"Chattanooga Shale - Black carbonaceous shale, fissile. Thickness 100 to 900 feet; about 25 feet on Chilhowee Mountain. (Mapped with Mfp on West-Central and parts of East Central Sheets)",,East sheet,TN001,black shale,,,TN001 TN002 ,
TN  ,MDSO,MDSO,MDSO;10,TNMDSO;10,10,Cumberland Plateau and Valley and Ridge,"Mississippian, Silurian, Devonian, and Ordovician Formations - containing all or portions of the Newman, Fort Payne, Chattanooga, Rockwood, and Sequatchie formations.",Mississippian to Ordovician,"Mississippian, Silurian, Devonian, and Ordovician Formations - Structurally complex area containing all or portions of the Newman, Fort Payne, Chattanooga, Rockwood, and Sequatchie formations. ",,East-Central sheet,TN001,shale,limestone,chert; siltstone; sandstone; black shale,TN001 TN002 TN003 ,
TN  ,Mfp,Mfp,Mfp;10,TNMfp;10,10,Cumberland Plateau and Valley and Ridge,Fort Payne Formation,Mississippian,"Fort Payne Formation	 - Bedded chert, calcareous and dolomitic, somewhat crinoidal; and minor shale. Thin green shale (Maury) at base. Average thickness about 200 feet.",,East-Central sheet,TN001,chert,shale,,TN001 TN002 ,
TN  ,Mfp,Mfp,Mfp;12,TNMfp;12,12,"Cumberland Plateau, Valley and Ridge, and Unaka Mountains",Fort Payne Formation,Mississippian,"Fort Payne Formation	 - Bedded chert, calcareous and dolomitic, somewhat crinoidal; and minor shale. Thin green shale (Maury) at base. Thickness about 300 feet.",,East sheet,TN001,chert,shale,,TN001 TN002 ,
TN  ,Mfp,Mfp,Mfp;2,TNMfp;2,2,Western Valley of Tennessee River,Fort Payne Formation and Chattanooga Shale,Mississippian,"Fort Payne Formation	 - Bedded chert and calcereous and dolomitic silicastone; minor coarse-grained limestone and shale. Thin green shale (Maury) at base. Thickness about 200 feet. Chattanooga Shale - Black carbonaceous shale, fissile. Thickness 0 to 70 feet. ",,West sheet - Chattanooga Shale - Mapped as MDc on East-Central and East sheets of the 1966 paper geologic map of Tennessee,TN001,chert,siltstone,limestone; shale; black shale,TN001 TN002 ,
TN  ,Mfp,Mfp,Mfp;3,TNMfp;3,3,Highland Rim and Cumberland Plateau,Fort Payne Formation and Chattanooga Shale,Mississippian,"Fort Payne Formation	 - Bedded chert; calcareous and dolomitic silicastone; minor limestone and shale; scattered lenses of crinoidal limestone. Thin green shale (Maury) at base. Average thickness about 250 feet (475 in Wells Creek area); and Chattanooga Shale - Black carbonaceous shale, fissile. Thickness 0 to 70 feet; average about 20 feet. (Mapped as MDc on East-Central and East sheets) ",,West-Central sheet,TN001,chert,siltstone,limestone; shale; black shale,TN001 TN002 ,
TN  ,Mfp,Mfp,Mfp;8,TNMfp;8,8,"Cumberland Plateau, Highland Rim, and Central Basin",Fort Payne Formation and Chattanooga Shale,Mississippian,"Fort Payne Formation	 - Calcareous and dolomitic silicastone; contains bedded chert, cherty limestone, and shale; scattered crinoidal limestone lenses. Thin green shale (Maury) at base. Thickness 100 to 275 feet.; and Chattanooga Shale - Black carbonaceous shale, fissile. Thickness 20 to 30 feet in most areas. (Mapped as MDc in Flynn Creek structure, where it is about 200 feet thick.) (Also mapped as MDc on the East Sheet) ",,East-Central sheet,TN001,chert,limestone,shale; black shale,TN001 TN002 ,
TN  ,Mg,Mg,Mg;10,TNMg;10,10,Cumberland Plateau and Valley and Ridge,Grainger Formation,Mississippian,"Grainger Formation - Gray to green shale with siltstone and fine-grained glauconitic sandstone; in some areas quartz-pebble conglomerate. Thickness about 1,200 feet.",,East-Central sheet,TN001,shale,siltstone,sandstone; conglomerate,TN001 TN002 ,
TN  ,Mg,Mg,Mg;12,TNMg;12,12,"Cumberland Plateau, Valley and Ridge, and Unaka Mountains",Grainger Formation,Mississippian,"Grainger Formation - Gray to green shale with siltstone and fine-grained glauconitic sandstone; in some areas quartz-pebble conglomerate. Thickness 500 to 1,000 feet.",,East sheet,TN001,shale,siltstone,sandstone; conglomerate,TN001 TN002 ,
TN  ,Mgg,Mgg,Mgg;10,TNMgg;10,10,Cumberland Plateau and Valley and Ridge,"Greasy Cove Formation, includes Grainger Formation",Mississippian,"Greasy Cove Formation, includes Grainger Formation- Gray argillaceous limestone, calcareous shale, siltstone, and fine-grained sandstone. Equivalent to Newman Limestone. Maximum preserved thickness about 400 feet.",,"East-Central sheet From the USGS Geologic Names lexicon (ref. TN003): limestone (40%), red shale and sandstone (10%), gray shale and siltstone (25%); gray sandstone (25%)",TN001,limestone,sandstone,shale; siltstone,TN001 TN002 TN003 ,
TN  ,Mgg,Mgg,Mgg;12,TNMgg;12,12,"Cumberland Plateau, Valley and Ridge, and Unaka Mountains",Greasy Cove Formation and Grainger Formation,Mississippian,"Greasy Cove Formation - Gray, argillaceous limestone, calcareous shale, siltstone, and fine-grained sandstone. Equivalent to Newman Limestone. Maximum preserved thickness about 400 feet; and Grainger Formation - Gray to green shale with siltstone and fine-grained glauconitic sandstone; in some areas quartz-pebble conglomerate. Thickness about 1,200 feet. ",,East sheet,TN001,shale,sandstone,siltstone; limestone; conglomerate,TN001 TN002 ,
TN  ,Mm,Mm,Mm;3,TNMm;3,3,Highland Rim and Cumberland Plateau,Monteagle Limestone,Mississippian,"Monteagle Limestone - Fragmental and oolitic limestone, light-gray; and fine-grained, brownish-gray limestone. Thickness 180 to 350 feet.",,West-Central sheet,TN001,limestone,,,TN001 TN002 ,
TN  ,Mm,Mm,Mm;8,TNMm;8,8,"Cumberland Plateau, Highland Rim, and Central Basin",Monteagle Limestone,Mississippian,"Monteagle Limestone - Mainly fragmental and oolitic, light-gray limestone; blocky bryozoan chert weathers from base. Thickness 180 to 300 feet.",,East-Central sheet,TN001,limestone,chert,,TN001 TN002 ,
TN  ,Mn,Mn,Mn;10,TNMn;10,10,Cumberland Plateau and Valley and Ridge,Newman Limestone,Mississippian,"Newman Limestone - Gray limestone sequence near Cumberland Plateau and on Whiteoak Mountain. Shaly limestone, shale, siltstone, and sandstone on Chilhowee Mountain. Thickness about 700 feet.",,East-Central sheet,TN001,limestone,shale,siltstone; sandstone,TN001 TN002 ,
TN  ,Mn,Mn,Mn;12,TNMn;12,12,"Cumberland Plateau, Valley and Ridge, and Unaka Mountains",Newman Limestone,Mississippian,"Newman Limestone - Gray limestone sequence near Cumberland Plateau; shaly and silty limestone with minor sandstone and shale in the area of Clinch Mountain. Thickness 600 to 3,000 feet.",,East sheet,TN001,limestone,sandstone,shale,TN001 TN002 ,
TN  ,Mp,Mp,Mp;10,TNMp;10,10,Cumberland Plateau and Valley and Ridge,Pennington Formation,Mississippian,"Pennington Formation - Highly variegated clay shale, distinctive; contains siltstone and locally gray, fine-grained sandstone. Thickness 400 to 700 feet.",,East-Central sheet,TN001,shale,siltstone,sandstone,TN001 TN002 ,
TN  ,Mp,Mp,Mp;12,TNMp;12,12,"Cumberland Plateau, Valley and Ridge, and Unaka Mountains",Pennington Formation,Mississippian,"Pennington Formation	 - Highly variegated clay shale distinctive; contains siltstone beds and locally gray, fine-grained sandstone. Thickness 300 to 500 feet near Cumberland Plateau; maximum of about 1,250 feet to the east.",,East sheet,TN001,shale,siltstone,sandstone,TN001 TN002 ,
TN  ,Mp,Mp,Mp;3,TNMp;3,3,Highland Rim and Cumberland Plateau,Pennington Formation,Mississippian,"Pennington Formation	 - Reddish and greenish shale and siltstone; fine-grained dolomite; and minor fragmental and oolitic limestone. Thickness 240 to 360 feet.",,West-Central sheet,TN001,shale,siltstone,dolostone (dolomite); limestone,TN001 TN002 ,
TN  ,Mp,Mp,Mp;8,TNMp;8,8,"Cumberland Plateau, Highland Rim, and Central Basin",Pennington Formation,Mississippian,Pennington Formation - Reddish and greenish shale and siltstone; fine-grained dolomite; dark-gray limestone; and thin-bedded sandstone. Persistent dolomite bed at base. Thickness 150 to 400 feet.,,East-Central sheet,TN001,shale,siltstone,dolostone (dolomite); limestone; sandstone,TN001 TN002 ,
TN  ,Msg,Msg,Msg;3,TNMsg;3,3,Highland Rim and Cumberland Plateau,St. Genevieve Limestone,Mississippian,"St. Genevieve Limestone - Gray limestone, slightly oolitic and cherty, with some green shale and fine-grained sandstone. Maximum preserved thickness 70 feet. (In Western Highland Rim area only.)",,West-Central sheet,TN001,limestone,shale,sandstone,TN001 TN002 ,
TN  ,Msw,Msw,Msw;2,TNMsw;2,2,Western Valley of Tennessee River,St. Louis Limestone and Warsaw Limestone,Mississippian,"St. Louis Limestone - Residuum of nodules and blocks of chert in sandy clay. (Originally grayish-brown, medium-bedded limestone.) Maximum preserved thickness about 50 feet. Warsaw Limestone - Residuum of porous chert blocks in sandy clay. (Originally gray, medium- to coarse-grained, thick- bedded limestone.) Thickness about 60 feet. ",,West sheet,TN001,clay or mud,chert,,TN001 TN002 ,
TN  ,Msw,Msw,Msw;3,TNMsw;3,3,Highland Rim and Cumberland Plateau,St. Louis Limestone and Warsaw Limestone,Mississippian,"St. Louis Limestone - Fine-grained, brownish-gray limestone, dolomitic and cherty. Thickness 100 to 280 feet; and Warsaw Limestone - Coarse-grained, gray, crossbedded limestone; somewhat shaly in the northeast. Thickness 40 to 150 feet. ",,West-Central sheet,TN001,limestone,shale,,TN001 TN002 ,
TN  ,Msw,Msw,Msw;8,TNMsw;8,8,"Cumberland Plateau, Highland Rim, and Central Basin",St. Louis Limestone and Warsaw Limestone,Mississippian,"St. Louis Limestone - Fine-grained, brownish-gray limestone, dolomitic and cherty. Thickness 80 to 160 feet.; and Warsaw Limestone - Mainly medium- to coarse-grained, gray limestone, crossbedded. Includes much calcareous sandstone and shale to the north. Thickness 100 to 130 feet. ",,East-Central sheet,TN001,limestone,sandstone,shale,TN001 TN002 ,
TN  ,O,O,O;2,TNO;2,2,Western Valley of Tennessee Valley,"Ordovician Formations including Richmond Group (Mannie Shale, Fernvale Limestone), and Nashville Group (Hermitage Formation)",Ordovician,"Ordovician Formations - Richmond Group (including Mannie Shale - Shale with thin beds of argillaceous limestone. Thickness 0 to 20 feet and Fernvale Limestone - Thick-bedded, coarse-grained limestone with vari-colored grains. Thickness 0 to 20 feet). and Nashville Group (including Hermitage Formation - Gray shale and thin-bedded to laminated, sandy and argillaceous limestone. Maximum exposed thickness 80 feet.) ",,West sheet,TN001,limestone,shale,,TN001 TN002 ,
TN  ,Olc,Olc,Olc;14,TNOlc;14,14,Southeastern Valley and Ridge and Unaka Mountains,Longview Dolomite and Chepultepec Dolomite,Ordovician,"Longview Dolomite - Siliceous, gray, fine-grained, medium-bedded dolomite; interbeds of gray limestone in upper part. Thickness about 300 feet; and Chepultepec Dolomite - Light-gray, fine-grained, well-bedded dolomite, moderately cherty; fine-grained limestone locally in upper part; quartz sandstone beds at base. Thickness about 800 feet. ",,East sheet,TN001,dolostone (dolomite),limestone,sandstone,TN001 TN002 ,
TN  ,O,O,O;5,TNO;5,5,Western Valley of Tennessee River and Wells Creek Basin Structure,"Ordovician formations, including Mannie Shale, Fernvale Limestone, Hermitage Formation, and Carters, Lebanon, Ridley, Pierce, and Murfreesboro Limestones",Ordovician,"Ordovician formations - including Mannie Shale - Shale with thin beds of argillaceous limestone. Thickness 0 to 20 feet; Fernvale Limestone - Thick-bedded, coarse-grained, gray limestone with varicolored grains. Thickness 0 to 30 feet; Hermitage Formation - Gray shale and thin-bedded to laminated, sandy and argillaceous limestone. About 200 to 300 feet thick in Wells Creek Basin; only about 80 feet exposed in Western Valley; and the Carters, Lebanon, Ridley, Pierce, and Murfreesboro Limestones - Thin- to thick-bedded, cryptograined to coarse-grained, yellowish-brown to olive-gray limestones. Thickness about 1,000 feet. (Not exposed in Western Valley.) ",,West-Central sheet,TN001,limestone,shale,,TN001 TN002 ,
TN  ,Oa,Oa,Oa;10,TNOa;10,10,Cumberland Plateau and Valley and Ridge,Athens Shale,Ordovician,"Athens Shale - Medium- to dark-gray, calcareous, graptolitic shale; calcareous gray sandstone, siltstone, and locally fine-pebble quartz conglomerate; nodules of shaly limestone near base. Maximum thickness 1,500 feet.",,East-Central sheet,TN001,shale,sandstone,siltstone; conglomerate; limestone,TN001 TN002 ,
TN  ,Oa,Oa,Oa;14,TNOa;14,14,Southeastern Valley and Ridge and Unaka Mountains,Athens Shale,Ordovician,"Athens Shale - Medium- to dark-gray, calcareous, graptolitic shale; calcareous gray sandstone, siltstone, and locally fine-pebble quartz conglomerate; nodules of shaly limestone near base. Maximum thickness 1,500 feet.",,East sheet,TN001,shale,sandstone,siltstone; conglomerate; limestone,TN001 TN002 ,
TN  ,Ob,Ob,Ob;10,TNOb;10,10,Cumberland Plateau and Valley and Ridge,Bays Formation,Ordovician,"Bays Formation - Maroon, well-jointed claystone and siltstone, commonly mottled greenish, evenly bedded; light- gray sandstone beds and metabentonite in upper part. Maximum thickness 1,000 feet.",,East-Central sheet,TN001,claystone,siltstone,sandstone; bentonite,TN001 TN002 ,
TN  ,Ob,Ob,Ob;14,TNOb;14,14,Southeastern Valley and Ridge and Unaka Mountains,Bays Formation,Ordovician,"Bays Formation - Maroon claystone and siltstone, commonly mottled greenish, evenly bedded; to northeast, light- gray to white, thick-bedded sandstone; metabentonite in upper part. Maximum thickness 1,000 feet.",,East sheet,TN001,claystone,siltstone,sandstone; bentonite,TN001 TN002 ,
TN  ,Obh,Obh,Obh;6,TNObh;6,6,Central Basin,Nashville Group; Bigby-Cannon Limestone and Hermitage Formation,Ordovician,"Nashville Group - Bigby-Cannon Limestone - Brownish-gray phosphatic calcarenite and light-gray to brownish-gray, cryptograined to medium- grained, even-bedded limestone. Thickness 50 to 125 feet; and Hermitage Formation - Thin-bedded to laminated, sandy and argillaceous limestone with shale; nodular shaly limestone; coquina; and phosphatic calcarenite. Thickness 50 to 100 feet. ",,West-Central sheet,TN001,calcarenite,limestone,shale; coquina,TN001 TN002 ,
TN  ,Obr,Obr,Obr;7,TNObr;7,7,Howell Structure,Ordovician Breccia,Ordovician,Ordovician Breccia - Angular to subrounded fragments of limestone ranging in size from a fraction of an inch to several feet. ,,West-Central sheet,TN001,tectonic breccia,limestone,,TN001 TN002 ,
TN  ,Obr,Obr,Obr;9,TNObr;9,9,Flynn Creek Structure,Ordovician Breccia,Ordovician,Ordovician Breccia - Limestone and dolomite fragments ranging in size from a fraction of an inch to several feet.,,East-Central sheet,TN001,tectonic breccia,limestone,dolostone (dolomite),TN001 TN002 ,
TN  ,Oc,Oc,Oc;10,TNOc;10,10,Cumberland Plateau and Valley and Ridge,Chepultepec Dolomite,Ordovician,"Chepultepec Dolomite - Light-gray, fine-grained, well-bedded dolomite, moderately cherty; fine-grained limestone locally in upper part; quartz sandstone beds at base. Average thickness about 800 feet.",,East-Central sheet,TN001,dolostone (dolomite),limestone,sandstone,TN001 TN002 ,
TN  ,Oc,Oc,Oc;14,TNOc;14,14,Southeastern Valley and Ridge and Unaka Mountains,Chepultepec Dolomite,Ordovician,"Chepultepec Dolomite - Light-gray, fine-grained, well-bedded dolomite, moderately cherty; fine-grained limestone locally in upper part; quartz sandstone beds at base. Thickness about 800 feet.",,East sheet,TN001,dolostone (dolomite),limestone,sandstone,TN001 TN002 ,
TN  ,Oca,Oca,Oca;6,TNOca;6,6,Central Basin,Stones River Group; Carters Limestone,Ordovician,"Stones River Group; Carters Limestone - Fine-grained, yellowish-brown limestone; thin-bedded in upper part; thicker bedded and very slightly cherty with scattered mottlings of magnesian limestone in lower part. Contains thin bentonite beds. Thickness 50 to 100 feet.",,West-Central sheet,TN001,limestone,bentonite,,TN001 TN002 ,
TN  ,Oca,Oca,Oca;8,TNOca;8,8,"Cumberland Plateau, Highland Rim, and Central Basin",Carters Limestone,Ordovician,"Carters Limestone - Fine-grained, yellowish-brown limestone; thin-bedded in upper part; thicker bedded and very slightly cherty with scattered mottlings of magnesian limestone in lower part. Contains thin bentonite beds. Thickness 60 to 250 feet.",,East-Central sheet,TN001,limestone,bentonite,,TN001 TN002 ,
TN  ,OCk,OCAk,OCAk;10,TNOCAk;10,10,Cumberland Plateau and Valley and Ridge,"Knox Group, including Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, Chepultepec Dolomite, and Copper Ridge Dolomite",Ordovician to Cambrian,"Knox Group - Siliceous dolomite and magnesian limestone sequence. Thickness 2,500 to 3,000 feet.",,East-Central sheet,TN001,dolostone (dolomite),limestone,,TN001 TN002 ,
TN  ,OCk,OCAk,OCAk;13,TNOCAk;13,13,Northwestern Valley and Ridge,Knox Group,Ordovician to Cambrian,"Knox Group - Siliceous, well-bedded dolomite and magnesian limestone in the central and northwest belts of the Valley. To the southeast, much dark limestone is present and the rocks are only sparsely cherty. Thickness about 3,000 feet.",,East sheet,TN001,dolostone (dolomite),limestone,,TN001 TN002 ,
TN  ,Olv,Olv,Olv;10,TNOlv;10,10,Cumberland Plateau and Valley and Ridge,Longview Dolomite,Ordovician,"Longview Dolomite - Siliceous, gray, fine-grained, medium-bedded dolomite; interbeds of gray limestone in upper part. Thickness about 300 feet.",,East-Central sheet,TN001,dolostone (dolomite),limestone,,TN001 TN002 ,
TN  ,Olv,Olv,Olv;14,TNOlv;14,14,Southeastern Valley and Ridge and Unaka Mountains,Longview Dolomite,Ordovician,"Longview Dolomite - Siliceous, gray, fine-grained, medium-bedded dolomite; interbeds of gray limestone in upper part. Thickness about 300 feet.",,East sheet,TN001,dolostone (dolomite),limestone,,TN001 TN002 ,
TN  ,Oma,Oma,Oma;14,TNOma;14,14,Southeastern Valley and Ridge and Unaka Mountains,Mascot Dolomite,Ordovician,"Mascot Dolomite - Light-gray, fine-grained, well-bedded cherty dolomite; mottled (red and green) dolomite characteristic; interbeds of bluish-gray limestone in upper part; chert-matrix quartz sandstone at base. Erosional unconformity at top. Thickness 350 to 800 feet.",,East sheet,TN001,dolostone (dolomite),limestone,sandstone,TN001 TN002 ,
TN  ,OCk,OCAk,OCAk;14,TNOCAk;14,14,Southeastern Valley and Ridge and Unaka Mountains,"Knox Group, including Jonesboro Limestone, Newala Formation, Mascot Dolomite, Kingsport Formation, Longview Dolomite, Chepultepec Dolomite, Copper Ridge Dolomite, Conococheague Limestone",Ordovician to Cambrian,"Knox Group, including (Ojb) Jonesboro Limestone - Dark bluish-gray, ribboned (silt and dolomite) limestone; numerous interbeds of dark-gray dolomite; quartz sandstone at base. Erosional unconformity at top. Thickness about 2,000 feet; (On) Newala Formation; (Oma) Mascot Dolomite - Light-gray, fine-grained, well-bedded cherty dolomite; mottled (red and green) dolomite characteristic; interbeds of bluish-gray limestone in upper part; chert-matrix quartz sandstone at base. Erosional unconformity at top. Thickness 350 to 800 feet; (Ok) Kingsport Formation - Gray, fine-grained, sparingly cherty dolomite with basal dense, gray limestone sequence. Thickness about 250 feet; (Olv)	Longview Dolomite - Siliceous, gray, fine-grained, medium-bedded dolomite; interbeds of gray limestone in upper part. Thickness about 300 feet; (Oc) Chepultepec Dolomite - Light-gray, fine-grained, well-bedded dolomite, moderately cherty; fine-grained limestone locally in upper part; quartz sandstone beds at base. Thickness about 800 feet; (Ccr) Copper Ridge Dolomite - Coarse, dark-gray, knotty dolomite, asphaltic in places; with much gray, medium-grained, well- bedded dolomite; abundant chert; cryptozoans typical. Thickness about 1,000 feet.; (Ccc) Conococheague Limestone - Well-bedded, ribboned (silt and dolomite), dark-gray limestone; interbeds of fine-grained, light- to dark-gray dolomite; sparingly cherty; cryptozoans typical. Thickness about 1,500 feet. ",,East sheet,TN001,limestone,dolostone (dolomite),sandstone,TN001 TN002 ,
TN  ,OCk,OCAk,OCAk;5,TNOCAk;5,5,Western Valley of Tennessee River and Wells Creek Basin Structure,Wells Creek Dolomite and Knox Group,Ordovician,"Wells Creek Dolomite and Knox Group - Yellowish-gray and light olive-gray dolomite, within partings of grayish-green shale, and pale- orange to yellowish-gray limestone; thin- to thick-bedded, micrograined to coarse-grained. Present only in Wells Creek Basin. Exposed thickness at least 600 feet. (Also mapped with Onc on East-Central Sheet) ",,West-Central sheet,TN001,dolostone (dolomite),shale,limestone,TN001 TN002 ,
TN  ,Och,Och,Och;10,TNOch;10,10,Cumberland Plateau and Valley and Ridge,"Chickamauga Group, includes Upper part of Chickamauga Group (Reedsville Shale, and Unnamed limestone unit) and Middle and Lower part of Chickamauga Group (Moccasin Formation, Bays Formation, Ottosee Shale, Holston Formation, Lenoir Limestone, Athens Shale, and Sevier Shale)",Ordovician,"Chickamauga Group - In the northwest part of the Valley and Ridge a predominantly limestone sequence about 2,000 feet thick. Becomes progressively more clastic and thicker to the southeast, including Upper part of Chickamauga Group (Reedsville Shale- Greenish-gray calcareous shale. Thickness 0 to 400 feet, and Unnamed Limestone Unit - Medium-grained, fossiliferous, gray limestone, shaly in part. Thickness as much as 600 feet ) and.Middle and lower parts of Chickamauga Group (Omlc) ",,East-Central sheet,TN001,limestone,shale,siltstone; sandstone,TN001 TN002 ,
TN  ,Och,Och,Och;13,TNOch;13,13,Northwestern Valley and Ridge,Chickamauga Group,Ordovician,"Chickamauga Group - In the northwest predominantly a limestone sequence about 2,000 feet thick. Becomes progressively more clastic and thicker to the southeast. ",,East sheet,TN001,limestone,clastic ,,TN001 TN002 ,
TN  ,Oh,Oh,Oh;10,TNOh;10,10,Cumberland Plateau and Valley and Ridge,Holston Formation,Ordovician,"Holston Formation - Pink, gray, and red coarsely crystalline limestone (Holston Marble); in many areas upper part is sandy, crossbedded ferruginous limestone and brown to greenish calcareous shale. Thickness 200 to 600 feet.",,East-Central sheet,TN001,limestone,shale,,TN001 TN002 ,
TN  ,Oh,Oh,Oh;14,TNOh;14,14,Southeastern Valley and Ridge and Unaka Mountains,Holston Formation,Ordovician,"Holston Formation - Pink, gray, and red coarsely crystalline limestone (Holston Marble); in many areas upper part is sandy, crossbedded ferruginous limestone and brown to greenish calcareous shale. Thickness 200 to 600 feet.",,East sheet,TN001,limestone,shale,,TN001 TN002 ,
TN  ,Oj,Oj,Oj;14,TNOj;14,14,Southeastern Valley and Ridge and Unaka Mountains,Juniata Formation,Ordovician,"Juniata Formation - Maroon, claystone, siltstone, and shale; uniformly bedded; some faint greenish mottling; less calcareous than Sequatchie Formation. Thickness about 300 feet.",,East sheet,TN001,claystone,siltstone,shale,TN001 TN002 ,
TN  ,Ojb,Ojb,Ojb;14,TNOjb;14,14,Southeastern Valley and Ridge and Unaka Mountains,Jonesboro Limestone,Ordovician,"Jonesboro Limestone - Dark bluish-gray, ribboned (silt and dolomite) limestone; numerous interbeds of dark-gray dolomite; quartz sandstone at base. Erosional unconformity at top. Thickness about 2,000 feet.",,East sheet,TN001,limestone,dolostone (dolomite),sandstone,TN001 TN002 ,
TN  ,Ok,Ok,Ok;10,TNOk;10,10,Cumberland Plateau and Valley and Ridge,Kingsport Formation,Ordovician,"Kingsport Formation - Gray, fine-grained, sparingly cherty dolomite with basal dense, gray limestone sequence. Thickness about 250 feet.",,East-Central sheet,TN001,dolostone (dolomite),limestone,,TN001 TN002 ,
TN  ,Ok,Ok,Ok;14,TNOk;14,14,Southeastern Valley and Ridge and Unaka Mountains,Kingsport Formation,Ordovician,"Kingsport Formation - Gray, fine-grained, sparingly cherty dolomite with basal dense, gray limestone sequence. Thickness about 250 feet.",,East sheet,TN001,dolostone (dolomite),limestone,,TN001 TN002 ,
TN  ,Ol,Ol,Ol;10,TNOl;10,10,Cumberland Plateau and Valley and Ridge,Lenoir Limestone,Ordovician,"Lenoir Limestone - Nodular, argillaceous, gray limestone; in places basal sedimentary breccia, conglomerate, quartz sand; Mosheim Limestone Member (dense, light- to medium-gray limestone) near base. Thickness 25 to 500 feet.",,East-Central sheet,TN001,limestone,conglomerate,sand,TN001 TN002 ,
TN  ,Ol,Ol,Ol;14,TNOl;14,14,Southeastern Valley and Ridge and Unaka Mountains,Lenoir Limestone,Ordovician,"Lenoir Limestone - Nodular, argillaceous, gray limestone; in places basal sedimentary breccia, conglomerate, quartz sand; Mosheim Limestone Member (dense, light- to medium-gray limestone) near base. Thickness 25 to 500 feet.",,East sheet,TN001,limestone,conglomerate,sand,TN001 TN002 ,
TN  ,Olb,Olb,Olb;8,TNOlb;8,8,"Cumberland Plateau, Highland Rim, and Central Basin",Lebanon Limestone,Ordovician,"Lebanon Limestone - Thin-bedded limestone, gray to yellowish-brown, slightly dolomitic, with thin calcareous shale partings. Thickness about 100 feet.",,East-Central sheet,TN001,limestone,shale,,TN001 TN002 ,
TN  ,Olc,Olc,Olc;10,TNOlc;10,10,Cumberland Plateau and Valley and Ridge,"Unnamed (middle part of Knox Group), including Longview Dolomite and Chepultepec Dolomite",Ordovician,"(Olc) Unnamed (middle part of Knox Group) including (Olv) Longview Dolomite - Siliceous, gray, fine-grained, medium-bedded dolomite; interbeds of gray limestone in upper part. Thickness about 300 feet.; and (Oc) Chepultepec Dolomite - Light-gray, fine-grained, well-bedded dolomite, moderately cherty; fine-grained limestone locally in upper part; quartz sandstone beds at base. Average thickness about 800 feet. ",,East-Central sheet,TN001,dolostone (dolomite),limestone,sandstone,TN001 TN002 ,
TN  ,Omb,Omb,Omb;14,TNOmb;14,14,Southeastern Valley and Ridge and Unaka Mountains,"Martinsburg Shale, including Reedsville Shale and Unnamed Limestone Unit",Ordovician,"Martinsburg Shale - Bluish-gray, calcareous clay shale, weathers yellowish-brown; with thin beds of nodular gray, fossiliferous limestone; thin layers of metabentonite near base. Thickness about 1,000 feet. Incluldes Reedsville Shale - Greenish-gray calcareous shale. Thickness 200 to 400 feet. and Unnamed Limestone Unit - Medium-grained, fossiliferous, gray limestone, shaly in part. Thickness as much as 600 feet. ",,East sheet,TN001,shale,limestone,bentonite,TN001 TN002 ,
